,words,category
6520,"assemble and maintain pertinent and current scientific literature , both domestic and foreign , and issue bibliographical data with respect thereto ; ;",government
6521,"cause on-site inspections to be made of promising projects , domestic and foreign , and , in the case of projects located in the United States , cooperate and participate in their development in instances in which the purposes of this Act will be served thereby ; ;",government
6522,( I ),government
6523,"foster and participate in regional , national , and international conferences relating to saline water conversion ; ;",government
6524,( J ),government
6525,"coordinate , correlate , and publish information with a view to advancing the development of low-cost saline water conversion projects ; ;",government
6526,"cooperate with other Federal departments and agencies , with State and local departments , agencies , and instrumentalities , and with interested persons , firms , institutions , and organizations .",government
6527,( A ),government
6528,"Research and development activities undertaken by the Secretary shall be coordinated or conducted jointly with the Department of Defense to the end that developments under this Act which are primarily of a civil nature will contribute to the defense of the Nation and that developments which are primarily of a military nature will , to the greatest practicable extent compatible with military and security requirements , be available to advance the purposes of this Act and to strengthen the civil economy of the Nation .",government
6529,"The fullest cooperation by and with Atomic Energy Commission , the Department of Health , Education , and Welfare , the Department of State , and other concerned agencies shall also be carried out in the interest of achieving the objectives of this Act .",government
6530,( B ),government
6531,"All research within the United States contracted for , sponsored , cosponsored , or authorized under authority of this Act , shall be provided for in such manner that all information , uses , products , processes , patents , and other developments resulting from such research developed by Government expenditure will ( with such exceptions and limitations , if any , as the Secretary may find to be necessary in the interest of national defense ) be available to the general public .",government
6532,This subsection shall not be so construed as to deprive the owner of any background patent relating thereto of such rights as he may have thereunder .,government
6533,Sec. 5 .,government
6534,( A ),government
6535,The Secretary may dispose of water and byproducts resulting from his operations under this Act .,government
6536,All moneys received from dispositions under this section shall be paid into the Treasury as miscellaneous receipts ) .,government
6537,( B ),government
6538,Nothing in the Act shall be construed to alter existing law with respect to the ownership and control of water .,government
6539,Sec. 6 .,government
6540,The Secretary shall make reports to the President and the Congress at the beginning of each regular session of the action taken or instituted by him under the provisions of this Act and of prospective action during the ensuing year .,government
6541,Sec. 7 .,government
6542,"and ( C ) to finance , for not more than three years beyond the end of said period , such activities as are required to correlate , coordinate , and round out the results of studies and research undertaken pursuant to this Act : Provided , That funds available in any one year for research and development may , subject to the approval of the Secretary of State to assure that such activities are consistent with the foreign policy objectives of the United States , be expended in cooperation with public or private agencies in foreign countries in the development of processes useful to the program in the United States : And provided further , That every such contract or agreement made with any public or private agency in a foreign country shall contain provisions effective to insure that the results or information developed in connection therewith shall be available without cost to the United States for the use of the United States throughout the world and for the use of the general public within the United States .",government
6543,Sec. 2 .,government
6544,"42 U. S. C. 1958 ( ) ) , is hereby amended to read :",government
6545,"The authority of the Secretary of the Interior under this joint resolution to construct , operate , and maintain demonstration plants shall terminate upon the expiration of twelve years after the date on which this joint resolution is approved .",government
6546,"Upon such sale , there shall be returned to any State or public agency which has contributed financial assistance under Section 3 of this joint resolution a proper share of the net proceeds of the sale .",government
6547,"Approved September 22 , 1961 .",government
6548,"Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled , That the Secretary of the Interior is hereby authorized and directed to make or cause to be made a study covering -- ( 1 )",government
6549,the causes of injuries and health hazards in Metal and nonmetallic mines ( excluding coal and lignite mines ) ; ;,government
6550,( 2 ),government
6551,the relative effectiveness of voluntary versus mandatory reporting of accident statistics ; ;,government
6552,( 3 ),government
6553,the relative contribution to safety of inspection programs embodying -- ( A ),government
6554,right-of-entry only and ( B ),government
6555,the effectiveness of health and safety education and training ; ;,government
6556,( 5 ),government
6557,and ( 6 ),government
6558,Sec. 2 .,government
6559,( A ),government
6560,"The Secretary of the Interior or any duly authorized representative shall be entitled to admission to , and to require reports from the operator of , any metal or nonmetallic mine which is in a State ( excluding any coal or lignite mine ) , the products of which regularly enter commerce or the operations of which substantially affect commerce , for the purpose of gathering data and information necessary for the study authorized in the first section of this Act .",government
6561,( B ),government
6562,As used in this section -- ( 1 ),government
6563,the term `` State '' includes the Commonwealth of Puerto Rico and any possession of the United States ; ;,government
6564,and ( 2 ),government
6565,Sec. 3 .,government
6566,"Approved September 26 , 1961 .",government
6567,"Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled , That the Secretary of the Interior is hereby authorized and directed to establish and maintain a program of stabilization payments to small domestic producers of lead and zinc ores and concentrates in order to stabilize the mining of lead and zinc by small domestic producers on public , Indian , and other lands as provided in this Act .",government
6568,Sec. 2 .,government
6569,"Subject to the limitations of this Act , the Secretary shall make stabilization payments to small domestic producers upon presentation of evidence satisfactory to him of their status as such producers and of the sale by them of newly mined ores , or concentrates produced therefrom , as provided in this Act .",government
6570,Payments shall be made only with respect to the metal content as determined by assay .,government
6571,( D ),government
6572,"The maximum amount of payments which may be made pursuant to this Act on account of sales of newly mined ores or concentrates produced therefrom made during the calendar year 1962 shall not exceed $4,500,000 ; ;",government
6573,"the maximum amount of such payments which may be made on account of such sales made during the calendar year 1963 shall not exceed $4,500,000 ; ;",government
6574,"the maximum amount of such payments which may be made on account of such sales made during the calendar year 1964 shall not exceed $4,000,000 ; ;",government
6575,"and the maximum amount of such payments which may be made on account of such sales made during the calendar year 1965 shall not exceed $3,500,000 .",government
6576,3 .,government
6577,Education :,government
6578,The education function of the Institute is carried on by the staff in the departments of pathology and its consultants .,government
6579,"During fiscal year 1959 , six courses were conducted : Forensic Pathology , Application of Histochemistry to Pathology , Pathology of Diseases of Laboratory Animals , Ophthalmic Pathology , Pathology of the Oral Regions , and a Cardiovasculatory Pathology Seminar .",government
6580,"During fiscal year 1960 , seven courses were conducted : Application of Histochemistry to Pathology , Forensic Pathology , Pathology of Diseases of Laboratory Animals , Pathology of the Oral Regions , Ophthalmic Pathology , Forensic Sciences Symposium , and Orthopedic Pathology .",government
6581,"From 1 July 1960 through 31 January 1961 , six courses were conducted : Workshop in Resident Training in Pathology , Pathology of Diseases of Laboratory Animals , Application of Histochemistry of Pathology , Orthopedic Pathology , Forensic Sciences Symposium , and Forensic Pathology .",government
6582,B .,government
6583,"During fiscal years 1959 and 1960 , there were 139 military and civilian students who came to the Institute for varying periods of special instruction .",government
6584,"Among the specific areas of concentration in which the staff is engaged , are such projects as biological and biochemical studies of the effects of microwaves ; ;",government
6585,study of motor end plates in man and animals ; ;,government
6586,investigation of respiratory diseases of laboratory animals ; ;,government
6587,metabolic responses to reduced oxygen tension ; ;,government
6588,neuropathology of nuclear and cosmic radiation ; ;,government
6589,evaluation of histochemical techniques ; ;,government
6590,There has been an increase in cooperative research with other Federal agencies and civilian institutions .,government
6591,"During the period from 1 July 1960 through 31 January 1961 , additional research affiliations were effected with the U. S. Army Medical Research and Development Command to conduct research in procedures for quantitative electron microscopy , and for the study of biophysical and biological studies of the structure and function of ocular tissue .",government
6592,"Also , the Defense Atomic Support Agency sponsored a long-range study at this Institute on the response of massive suspension cultures of mammalian cells to acute radiation .",government
6593,"Other scientific agencies , both Federal and civilian , supported studies in quantitative electron microscopical approach to microchemistry and microcytochemistry ; ;",government
6594,the investigation of the relationship of diphosphopyridine nucleotide synthesizine enzyme to tumor growth ; ;,government
6595,morphological study and classification of leukemia and lymphoma cases in animals ; ;,government
6596,and the study of structural changes in M. leprae and other mycobacteria .,government
6597,Medical Illustration Service,government
6598,"The Medical Illustration Service is responsible for the collection , publication , exhibition , and file of medical illustration material of medico-military importance to the Armed Forces .",government
6599,"In addition to maintaining a permanent central file of illustrations of diseases , wounds , and injuries of military importance , it provides facilities for clinical photography , photomicrography , and medical arts , and operates a printing plant , by permission of Congressional Committee , for publication of an `` Atlas of Tumor Pathology '' .",government
6600,"It also maintains shops for the design and fabrication of exhibits , training aids and instruments and libraries for the loan of films and teaching lantern slide sets .",government
6601,"During this period , a total of 762 exhibits were presented at 442 medical and scientific meetings .",government
6602,"Of these exhibits , 154 were newly constructed .",government
6603,Twenty-nine exhibits received awards .,government
6604,"Visual and operable training aids developed by the Medical Illustration Service , were used in support of Army Medical Service mass casualty exercises .",government
6605,Members of the Medical Illustration Service lectured and conducted demonstrations on the use of training aids to military personnel and various civilian medical organizations .,government
6606,"Demonstrations of new and projected training aids were conducted at the Medical Service Instructor's Conference , Brooke Army Medical Center , Texas .",government
6607,"In support of the emphasis placed by the Department of Defense on instruction in emergency medical care , the Medical Illustration Service developed casualty simulation kits and rescue breathing manikins which are being field tested ; ;",government
6608,and overhead projector transparency sets on the subjects of Military Sanitation : First Aid For Soldiers ; ;,government
6609,Bandaging And Splinting ; ;,government
6610,"The Emergency Medical Treatment Unit , Phase 1 ; ;",government
6611,and Emergency War Surgery in support of the North Atlantic Treaty Organization ( NATO ) Handbook .,government
6612,Fifty lantern slide teaching sets on the subject of `` Emergency War Surgery ( NATO ) '' were assembled and distributed to the Medical Military Services of foreign Governments associated with NATO and South-East Asia Treaty Organization .,government
6613,"The British and Canadian Liaison Officers , as well as Office of Civil and Defense Mobilization , the American Red Cross , and similar interested organizations were informed from time to time as training aids were developed .",government
6614,5 .,government
6615,"Nine veterinary lantern slide teaching sets were developed and distributed , and lantern slide teaching sets on 21 pathology subjects were added to the loan library of the Medical Illustration Service .",government
6616,Illustrations were prepared for 11 Department of the Army manuals and one Graphic Training Aid .,government
6617,"Sixteen lantern slide sets were loaned to the Government of India and eight sets were forwarded to the U.S. Embassy , Managua , Nicaragua for the Educational Exchange Program .",government
6618,The Senate Subcommittee on Reorganization and International Organizations was provided samples of visual aids on first aid and personal health produced by the Medical Illustration Service .,government
6619,6 .,government
6620,"Six fascicles ( 10,000 copies each ) of the `` Atlas Of Tumor Pathology '' were completed during the period of this report .",government
6621,"These registries are sponsored by 18 national medical , dental , and veterinary societies and have as their mission the assembling of selected cases of interest to military medicine and of establishing through the mechanism of follow-up of living patients the natural history of various diseases of military-medical importance .",government
6622,"The staff utilized the collected material in these registries for numerous lectures to national and international meetings , exhibits , and published studies .",government
6623,"During the period of this report , 37,470 new cases were entered into the various registries .",government
6624,These were selected carefully and included not only detailed clinical information but adequate pathology of value for research and educational purposes .,government
6625,"In this same period , six new fascicles of the Atlas Of Tumor Pathology were published and distributed to medical centers world-wide .",government
6626,"There were 54,320 copies of fascicles sold and 642 copies distributed free during this period .",government
6627,"During this period , 7,827 teaching sets were distributed on loan .",government
6628,The Clinico-pathologic Conferences have been acknowledged as of great value and in consequent great demand by the small isolated military hospitals .,government
6629,The demand for teaching sets continues unabated since they provide the means for the military physicians to review the pathology of selected disease processes or organ systems for review of basic sciences and correlation of clinical physiological behavior with structural changes .,government
6630,The Medical Museum,government
6631,"Of the 375 exhibits ( of all types ) shown , 161 were new or refurbished .",government
6632,"Of the 885 specimens newly mounted or refurbished , 254 were prepared for other agencies .",government
6633,Eighty-five specimens were loaned for study purposes .,government
6634,"A three-dimensional exhibit depicting `` A Century Of Naval Medicine '' was formally presented to The Director by George S. Squibb , great-grandson of the founder of E. R. Squibb and Sons , for permanent display in the Museum .",government
6635,Three hundred five copies of the Manual Of Macropathological Techniques were distributed .,government
6636,Thirty-five military and civilian students received laboratory training .,government
6637,"During fiscal years 1959 and 1960 , there were 795,586 visitors to the Museum .",government
6638,"Throughout the period and during the movement operation , the Museum continued its functional support of the Armed Forces Institute of Pathology .",government
6639,Armed Forces Medical Publication Agency,government
6640,"The Armed Forces Medical Publication Agency , established in 1949 , has published , since January 1950 , The United States Armed Forces Medical Journal as a triservice publication to furnish material of professional interest to Medical Department officers of the three military services .",government
6641,"Its supplement , The Medical Technicians Bulletin , supplied similar material to enlisted medical personnel .",government
6642,"These publications replaced the U. S. Naval Medical Bulletin , published continuously from 1907 through 1959 , as well as the Navy's Hospital Corps Quarterly and the Bulletin of the U. S. Army Medical Department , published from 1922 to 1949 .",government
6643,"In addition , their establishment made it unnecessary to begin publication of a contemplated Air Force medical bulletin .",government
6644,"Estimated annual savings resulting from publication of the Journal and Bulletin on a triservice basis , as compared with the cost of producing separate periodicals for each service , were between $65,000 and $70,000 .",government
6645,"Additionally , on the many ships at sea and in the smaller naval stations , the availability of the Journal removed the necessity of subscribing to several additional journals of civilian origin over and above the quantity now authorized , in order to provide any reasonably comparable coverage .",government
6646,"From 1 July 1958 to 30 June 1960 , 24 numbers of the Journal and nine of the Bulletin were published .",government
6647,"This resulted in an improved appearance , but was followed by an increase in printing cost that necessitated the institution of major economies to keep within the total of allocated funds .",government
6648,"The use of 100 instead of 140 substance paper plus the adoption of side stapling beginning with the May 1960 issue reduced costs sufficiently to allow completion of the fiscal year with nearly $4,000 in unexpended funds .",government
6649,"Two special issues were published , one for November 1959 on Space Medicine , the other the Tenth Anniversary issue for January 1960 .",government
6650,"The February 1960 issue marked the reinstitution of the section entitled , `` The Medical Officer Writes '' .",government
6651,"Replacing the discontinued Medical Technicians Bulletin , publication of which was suspended with the November-December 1959 issue , a section called `` Technical Notes '' was inaugurated on a bimonthly basis beginning with the April 1960 issue .",government
6652,"Occasional features were published on historical medicine , special reports , bibliography , and `` Collector's Items '' .",government
6653,"In May 1960 , the Armed Forces Institute of Pathology began a series of articles on the `` Medical Museum '' , and in June , the Institute started contributing a regular monthly `` Case For Diagnosis '' .",government
6654,"The Armed Forces Epidemiological Board agreed to submit each month a report for one of its 12 commissions , so that each commission will report once a year on some phase of its work calculated to be of particular interest and value to medical officers of the Armed Forces .",government
6655,The first report in this continuing series appeared in the September 1960 issue of the Journal .,government
6656,"This work gave a heat of formation of aluminum fluoride which closely substantiates a value which had been determined by a less direct method , and raises this property to 15 percent above that accepted a few years ago .",government
6657,"Similar measurements are being initiated to resolve a large discrepancy in the heat of formation of another important combustion product , beryllium fluoride .",government
6658,"In one of these , an exploding-wire device to study systems thermodynamically up to 6,000 Af and 100 atmospheres pressure , a major goal was achieved .",government
6659,This agreement is considered very good for such short time intervals .,government
6660,The method of calibration employs a fixed resistance element as a calorimeter .,government
6661,This is used as a reference for comparing the ohmic heating and the electrical energy obtained from the measured current through the element and the measured voltage across the element .,government
6662,A high-speed shutter has been developed in order to permit photographic observation of any portion of the electrical wire explosion .,government
6663,The shutter consists of two parts : a fast-opening part and a fast-closing part .,government
6664,"Using Edgerton's method , the fast-closing action is obtained from the blackening of a window by exploding a series of parallel lead wires .",government
6665,The fast-opening of the shutter consists of a piece of aluminum foil ( approximately Af ) placed directly in front of the camera lens so that no light may pass into the camera .,government
6666,"The opening action is obtained when a capacitor , charged to high voltage , is suddenly discharged through the foil .",government
6667,"During the discharge the magnetic forces set up by the passage of current cause the edges of the foil to roll inward toward its center line , thus allowing light to pass into the camera .",government
6668,Experiments have shown that the shutter is 75 percent open in about 60-80 microseconds .,government
6669,The shutter aperture may be made larger or smaller by changing the foil area and adjusting the electrical energy input to the foil .,government
6670,Laboratory measurements of interstellar radio spectra .,government
6671,"Besides the well-known hydrogen line at 21 cm wavelength , the spectra of extraterrestrial radio sources may contain sharp lines characteristic of other atoms , ions , and small molecules .",government
6672,"The detection and study of such line spectra would add considerably to present information on interstellar gas clouds and , perhaps , planetary atmospheres .",government
6673,Among the most likely producers of detectable radio line spectra are the light diatomic hydrides OH and CH ; ;,government
6674,"somewhat less likely sources are the heavier hydrides SH , SiH , and Aj .",government
6675,Very small concentrations of these hydrides should be detectable ; ;,government
6676,High sensitivity in radio telescopes is achieved by reducing the bandwidth of the receiver ; ;,government
6677,"To secure precise measurements of these frequencies , a research program in free radical microwave spectroscopy has been started .",government
6678,"Since conventional methods are insensitive at the low frequencies of these molecular transitions , the paramagnetic resonance method is being used instead .",government
6679,The first diatomic hydride investigated by the paramagnetic resonance method was the OH radical .,government
6680,Results of this experiment include the frequencies of the two strong spectral lines by which OH may be identified in interstellar gas ; ;,government
6681,"the frequencies are 1665.32 and 1667.36 Af , with an uncertainty of 0.10 Af .",government
6682,extraterrestrial observations have yet to be reported .,government
6683,Preparations are being made for similar experiments on CH and SH radicals .,government
6684,Low temperature thermometry .,government
6685,The Bureau is pursuing an active program to provide a temperature scale and thermometer calibration services in the range 1.5 to 20 Af .,government
6686,"The efforts and accomplishments fall into three main categories : absolute thermometry based upon the velocity of sound in helium gas , secondary thermometry involving principally studies of the behavior of germanium resistors , and helium-4 vapor-pressure measurements ( see p. 144 ) .",government
6687,Acoustical interferometer .,government
6688,"When values of temperature derived with this instrument were compared with the accepted values associated with liquid helium-4 vapor pressures , differences of about 10 and 7 millidegrees respectively were found .",government
6689,"This result is preliminary , and work is continuing .",government
6690,Resistance thermometers .,government
6691,Several germanium resistors have been thermally cycled from 300 to 4.2 Af and their resistances have been found to be reproducible within 1/3 millidegree when temperatures were derived from a vapor pressure thermometer whose tubing is jacketed through most of the liquid helium .,government
6692,Preliminary calibrations of the resistors have been made from 4.21 to 2.16 Af at every 0.1 Af .,government
6693,The estimated standard deviations of the data for two of the resistors were 1 millidegree ; ;,government
6694,The reproducibilities of helium vapor-pressure thermometers have been investigated in conjunction with a `` constant temperature '' liquid helium bath from 4.2 to 1.8 Af .,government
6695,Surface temperature gradients have been found to exist in liquid helium baths contained in 15- and 25-liter metallic storage dewars .,government
6696,The gradient was about one half of a millidegree at 4.2 Af but increased to several millidegrees for bath temperatures slightly greater than the **yl point .,government
6697,A hydrostatic head correction has been neither necessary nor applicable in the determination of vapor pressures or temperatures for the bulk liquid helium .,government
6698,"However , the surface temperature gradient can produce erroneous vapor-pressure measurements for the bulk liquid helium unless precautions are taken to isolate the tube ( which passes through the surface to the vapor pressure bulb ) from the liquid helium surface .",government
6699,"It has also been observed , in helium 2 , that large discrepancies can exist between surface vapor pressures and those pressures measured by a vapor pressure thermometer .",government
6700,This has been attributed to helium film flow in the vapor pressure thermometer .,government
6701,In this case also the design of the thermometer can be modified to reduce the helium film flow .,government
6702,Pressure transducer for pvt measurements .,government
6703,Precise pressure-volume-temperature measurements on corrosive gases are dependent on a sensitive yet rugged pressure transducer .,government
6704,A prototype which fulfills the requirements was developed and thoroughly tested .,government
6705,Spherical concave backing surfaces support the diaphragm when excessive pressures are applied and prevent the stresses within the diaphragm from exceeding the elastic limit .,government
6706,"Over a temperature range from 25 to 200 Af and at pressures up to 250 atm , an overload of 300 psi , applied for a period of one day , results in an uncertainty in the pressure of , at most , one millimeter of mercury .",government
6707,Transport properties of air .,government
6708,A 6-year study of the transport properties of air at elevated temperatures has been completed .,government
6709,A significant effect discovered during the study is the existence of Prandtl numbers reaching values of more than unity in the nitrogen dissociation region .,government
6710,Another effect discovered is the large coefficient of thermal diffusion tending to separate nitrogen from the oxygen when temperature differences straddling the nitrogen dissociation region are present .,government
6711,"The results of the study , based on collision integrals computed from the latest critically evaluated data on intermolecular forces in air , will be reported in the form of a table of viscosity , thermal conductivity , thermal diffusion , and diffusion coefficients at temperatures of 1,000 to 10,000 Af and of logarithm of pressure in atmospheres from Af to Af times normal density .",government
6712,International cooperative activities .,government
6713,"In March , 1961 , representatives of the national laboratories of Australia , Canada , The Netherlands , United Kingdom , U.S.S.R. , United States , and West Germany , met at the NBS to devise means for reaching international agreement on a temperature scale between 10 and 90 Af .",government
6714,"As a first step toward this goal , arrangements were worked out for comparing the scales now in use through circulation of a group of standard platinum resistance thermometers for calibration by each national laboratory .",government
6715,Such a group of thermometers was obtained and calibrated at the Aj .,government
6716,These thermometers have now been sent to the United Kingdom for calibration at the National Physical Laboratory .,government
6717,"During the last week of march 1961 , Columbus , Ohio was the site of the Fourth Symposium on Temperature , Its Measurement And Control In Science And Industry .",government
6718,"The Symposium , which was jointly sponsored by the American Institute of Physics , the Instrument Society of America , and the National Bureau of Standards , attracted nearly one thousand registrants , including many from abroad .",government
6719,"The Bureau contributed to the planning and success of the Symposium through the efforts of Mr. W. A. Wildhack , General Chairman , and Dr. C. M. Herzfeld , Program Chairman .",government
6720,"Dr. A. V. Astin , NBS Director , opened the 5-day session with introductory remarks , following which a total of twenty-six papers were given throughout the week by NBS scientists , from both the Washington and Boulder Laboratories .",government
6721,2.1.6 .,government
6722,Atomic physics,government
6723,"In addition to the basic programs in wavelength standards , spectroscopy , solid state physics , interactions of the free electron and atomic constants which are necessary to provide the foundation for technological progress , the Bureau has strengthened its activities in laboratory astrophysics .",government
6724,"The programs in infrared spectroscopy are undergoing reorientation toward wavelength standards in the far infrared , the application of infrared techniques to solid state studies , and increased emphasis on high resolution instrumentation .",government
6725,"Two data centers have been established for the collection , indexing , critical evaluation , and dissemination of bibliographies and critical values in the fields of transition probabilities and collision cross sections .",government
6726,Laboratory astrophysics .,government
6727,Transition probabilities .,government
6728,"Under the sponsorship of the Office of Naval Research and the Advanced Research Projects Agency , a data center was established to gather and index all published information on atomic transition probabilities .",government
6729,Selected bibliographies and tables of available data are now in preparation .,government
6730,A wall-stabilized high-current arc source was constructed and used to study transition probabilities of atomic hydrogen and oxygen .,government
6731,This apparatus will also be used to measure transition probabilities of a large number of other elements .,government
6732,A study of the hydrogen line profiles indicates that a measurement of these profiles can be used to calculate a temperature for the arc plasma that is reliable to about Af percent .,government
6733,"A set of tables containing spectral intensities for 39,000 lines of 70 elements , as observed in a copper matrix in a d-c arc , was completed and published .",government
6734,Studies of the intensity data indicate that they may be converted to approximate transition probabilities .,government
6735,"These data are not of the precision obtainable by the methods previously mentioned , but the vast number of approximate values available will be useful in many areas .",government
6736,Atomic energy levels .,government
6737,New computer and automation techniques were applied to these spectra with considerable success .,government
6738,( E ),government
6739,"In addition to the penalties provided in Title 18 , United States Code , Section 1001 , any person guilty of any act , as provided therein , with respect to any matter under this Title , shall forfeit all rights under this Title , and , if payment shall have been made or granted , the Commission shall take such action as may be necessary to recover the same .",government
6740,( F ),government
6741,"In connection with any claim decided by the Commission pursuant to this Title in which an award is made , the Commission may , upon the written request of the claimant or any attorney heretofore or hereafter employed by such claimant , determine and apportion the just and reasonable attorney's fees for services rendered with respect to such claim , but the total amount of the fees so determined in any case shall not exceed 10 per centum of the total amount paid pursuant to the award .",government
6742,"Written evidence that the claimant and any such attorney have agreed to the amount of the attorney's fees shall be conclusive upon the Commission : Provided , however , That the total amount of the fees so agreed upon does not exceed 10 per centum of the total amount paid pursuant to the award .",government
6743,"Any fee so determined shall be entered as a part of such award , and payment thereof shall be made by the Secretary of the Treasury by deducting the amount thereof from the total amount paid pursuant to the award .",government
6744,Any agreement to the contrary shall be unlawful and void .,government
6745,The Commission is authorized and directed to mail to each claimant in proceedings before the Commission notice of the provisions of this subsection .,government
6746,"Whoever , in the United States or elsewhere , pays or offers to pay , or promises to pay , or receives on account of services rendered or to be rendered in connection with any such claim , compensation which , when added to any amount previously paid on account of such services , will exceed the amount of fees so determined by the Commission , shall be guilty of a misdemeanor , and , upon conviction thereof , shall be fined not more than $5,000 or imprisoned not more than twelve months , or both , and if any such payment shall have been made or granted , the Commission shall take such action as may be necessary to recover the same , and , in addition thereto , any such person shall forfeit all rights under this Title .",government
6747,( G ),government
6748,The Attorney General shall assign such officers and employees of the Department of Justice as may be necessary to represent the United States as to any claims of the Government of the United States with respect to which the Commission has jurisdiction under this title .,government
6749,Any and all payments required to be made by the Secretary of the Treasury under this title pursuant to any award made by the Commission to the Government of the United States shall be covered into the Treasury to the credit of miscellaneous receipts .,government
6750,( H ),government
6751,"Any claimant whose claim is denied , or is approved for less than the full amount of such claim , shall be entitled , under such regulations as the Commission may prescribe , to a hearing before the Commission , or its duly authorized representatives , with respect to such claim .",government
6752,"Upon such hearing , the Commission may affirm , modify , or revise its former action with respect to such claim , including a denial or reduction in the amount theretofore allowed with respect to such claim .",government
6753,"The action of the Commission in allowing or denying any claim under this title shall be final and conclusive on all questions of law and fact and not subject to review by the Secretary of State or any other official , department , agency , or establishment of the United States or by any court by mandamus or otherwise .",government
6754,( I ),government
6755,The Commission may in its discretion enter an award with respect to one or more items deemed to have been clearly established in an individual claim while deferring consideration and action on other items of the same claim .,government
6756,( J ),government
6757,Sec. 5 .,government
6758,"The Commission shall , as soon as possible , and in the order of the making of such awards , certify to the Secretary of the Treasury and to the Secretary of State copies of the awards made in favor of the Government of the United States or of nationals of the United States under this Title .",government
6759,"The Commission shall certify to the Secretary of State , upon his request , copies of the formal submissions of claims filed pursuant to subsection ( B ) of Section 4 of this Act for transmission to the foreign government concerned .",government
6760,Sec. 6 .,government
6761,"The Commission shall complete its affairs in connection with settlement of United States-Yugoslav claims arising under the Yugoslav Claims Agreement of 1948 not later than December 31 , 1954 : :",government
6762,"Provided , That nothing in this provision shall be construed to limit the life of the Commission , or its authority to act on future agreements which may be effected under the provisions of this legislation .",government
6763,Sec. 7 .,government
6764,"Such payments , and applications for such payments , shall be made in accordance with such regulations as the Secretary of the Treasury may prescribe .",government
6765,( B ),government
6766,"There shall be deducted from the amount of each payment made pursuant to subsection ( C ) of Section 8 , as reimbursement for the expenses incurred by the United States , an amount equal to 5 per centum of such payment .",government
6767,All amounts so deducted shall be covered into the Treasury to the credit of miscellaneous receipts .,government
6768,( C ),government
6769,"Payments made pursuant to this Title shall be made only to the person or persons on behalf of whom the award is made , except that -- ( 1 )",government
6770,"if such person is deceased or is under a legal disability , payment shall be made to his legal representative : Provided , That if the total award is not over $500 and there is no qualified executor or administrator , payment may be made to the person or persons found by the Comptroller General of the United States to be entitled thereto , without the necessity of compliance with the requirements of law with respect to the administration of estates ; ;",government
6771,( 2 ),government
6772,"in the case of a partnership or corporation , the existence of which has been terminated and on behalf of which an award is made , payment shall be made , except as provided in paragraphs ( 3 ) and ( 4 ) , to the person or persons found by the Comptroller General of the United States to be entitled thereto ; ;",government
6773,( 3 ),government
6774,"if a receiver or trustee for any such partnership or corporation has been duly appointed by a court of competent jurisdiction in the United States and has not been discharged prior to the date of payment , payment shall be made to such receiver or trustee in accordance with the order of the court ; ;",government
6775,( 4 ),government
6776,and ( 5 ),government
6777,( D ),government
6778,"Whenever the Secretary of the Treasury , or the Comptroller General of the United States , as the case may be , shall find that any person is entitled to any such payment , after such payment shall have been received by such person , it shall be an absolute bar to recovery by any other person against the United States , its officers , agents , or employees with respect to such payment .",government
6779,( E ),government
6780,( F ),government
6781,Sec. 8 .,government
6782,( A ),government
6783,There are hereby created in the Treasury of the United States ( 1 ) a special fund to be known as the Yugoslav Claims Fund ; ;,government
6784,"and ( 2 ) such other special funds as may , in the discretion of the Secretary of the Treasury , be required each to be a claims fund to be known by the name of the foreign government which has entered into a settlement agreement with the Government of the United States as described in subsection ( A ) of Section 4 of this Title .",government
6785,There shall be covered into the Treasury to the credit of the proper special fund all funds hereinafter specified .,government
6786,"All payments authorized under Section 7 of this Title shall be disbursed from the proper fund , as the case may be , and all amounts covered into the Treasury to the credit of the aforesaid funds are hereby permanently appropriated for the making of the payments authorized by Section 7 of this Title .",government
6787,The Secretary of the Treasury is authorized and directed to cover into -- ( 1 ),government
6788,"the Yugoslav Claims Fund the sum of $17,000,000 being the amount paid by the Government of the Federal People's Republic of Yugoslavia pursuant to the Yugoslav Claims Agreement of 1948 ; ;",government
6789,( C ),government
6790,"The Secretary of the Treasury is authorized and directed out of the sums covered into any of the funds pursuant to subsection ( B ) of this section , and after making the deduction provided for in Section 7 ( B ) of this Title -- ( 1 )",government
6791,"to make payments in full of the principal of awards of $1,000 or less , certified pursuant to Section 5 of this Title ; ;",government
6792,( 2 ),government
6793,"to make payments of $1,000 on the principal of each award of more than $1,000 in principal amount , certified pursuant to Section 5 of this Title ; ;",government
6794,"to make additional payment of not to exceed 25 per centum of the unpaid principal of awards in the principal amount of more than $1,000 ; ;",government
6795,( 4 ),government
6796,"after completing the payments prescribed by paragraphs ( 2 ) and ( 3 ) of this subsection , to make payments , from time to time in ratable proportions , on account of the unpaid principal of all awards in the principal amount of more than $1,000 , according to the proportions which the unpaid principal of such awards bear to the total amount in the fund available for distribution at the time such payments are made ; ;",government
6797,and ( 5 ),government
6798,"after payment has been made of the principal amounts of all such awards , to make pro rata payments on account of accrued interest on such awards as bear interest .",government
